Experiment	GeneId	Symbol	Control_transcript	Case_transcript	CDS_control	CDS_case	CDS_change	UTR_change	Samples	Driver	num_samples
AML	ENSG00000141985.9	SH3GL1	ENST00000269886.7	ENST00000598564.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	No	3
AML	ENSG00000130816.14	DNMT1	ENST00000340748.8	ENST00000540357.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver	2
AML	ENSG00000076662.9	ICAM3	ENST00000160262.9	ENST00000589261.5	1	1	1	1	TARGET-20-PARFAL-04,TARGET-20-PASCRZ-04,TARGET-20-PASGZS-04	Driver interactor	3
AML	ENSG00000129353.14	SLC44A2	ENST00000407327.8	ENST00000586078.5	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04,TARGET-20-PASYJI-04	No	3
AML	ENSG00000214212.8	C19orf38	ENST00000397820.4	ENST00000592854.5	1	1	0	1	TARGET-20-PAEFGT-04,TARGET-20-PARYVW-04,TARGET-20-PASHYZ-04	No	3
AML	ENSG00000123144.10	C19orf43	ENST00000242784.4	ENST00000588213.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000198356.11	ASNA1	ENST00000357332.7	ENST00000591090.5	1	1	0	1	TARGET-20-PARDDY-04,TARGET-20-PARYFN-04	No	2
AML	ENSG00000011243.17	AKAP8L	ENST00000397410.9	ENST00000595465.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	No	3
AML	ENSG00000053501.12	USE1	ENST00000263897.9	ENST00000596136.5	1	1	1	1	TARGET-20-PADZCG-04,TARGET-20-PAEDKB-04	No	2
AML	ENSG00000105393.15	BABAM1	ENST00000598188.5	ENST00000601043.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAEDKB-04,TARGET-20-PASMYS-04	No	3
AML	ENSG00000007080.10	CCDC124	ENST00000445755.6	ENST00000597436.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	No	3
AML	ENSG00000105671.11	DDX49	ENST00000247003.8	ENST00000629999.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASCRZ-04,TARGET-20-PATDNN-04	No	3
AML	ENSG00000254901.7	MEF2BNB	ENST00000585679.1	ENST00000488252.6	1	0	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASINN-04	No	2
AML	ENSG00000105220.14	GPI	ENST00000356487.9	ENST00000415930.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASCRZ-04,TARGET-20-PATDNN-04	No	3
AML	ENSG00000205155.7	PSENEN	ENST00000591949.1	ENST00000222266.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000068903.19	SIRT2	ENST00000392081.6	ENST00000358931.9	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASCRZ-04	Driver interactor	2
AML	ENSG00000013275.7	PSMC4	ENST00000157812.6	ENST00000455878.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	Driver interactor	3
AML	ENSG00000105245.9	NUMBL	ENST00000598779.5	ENST00000252891.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000167578.16	RAB4B	ENST00000357052.6	ENST00000594800.5	1	1	0	1	TARGET-20-PAEDKB-04,TARGET-20-PARLVL-04,TARGET-20-PASCRZ-04	No	3
AML	ENSG00000105732.11	ZNF574	ENST00000359044.4	ENST00000613064.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000073050.11	XRCC1	ENST00000262887.9	ENST00000543982.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000126456.15	IRF3	ENST00000600911.5	ENST00000593922.5	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PASJGZ-04	Driver interactor	2
AML	ENSG00000167747.13	C19orf48	ENST00000345523.8	ENST00000596655.1	1	1	0	1	TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000170906.15	NDUFA3	ENST00000419113.5	ENST00000485876.5	0	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000204524.6	ZNF805	ENST00000414468.2	ENST00000354309.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	No	3
AML	ENSG00000083845.8	RPS5	ENST00000196551.7	ENST00000598098.5	1	1	1	1	TARGET-20-PADYIR-04,TARGET-20-PAMYAS-04	Driver interactor	2
AML	ENSG00000101247.17	NDUFAF5	ENST00000463598.1	ENST00000378106.9	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PAKTCX-04,TARGET-20-PARCZL-04	No	3
AML	ENSG00000101460.12	MAP1LC3A	ENST00000397709.1	ENST00000360668.7	1	1	0	1	TARGET-20-PAKTCX-04,TARGET-20-PARYVW-04,TARGET-20-PASGWH-04	No	3
AML	ENSG00000101079.20	NDRG3	ENST00000349004.5	ENST00000359675.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAEDKB-04,TARGET-20-PARDDY-04	No	3
AML	ENSG00000130703.15	OSBPL2	ENST00000313733.7	ENST00000439951.6	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PARTAL-04,TARGET-20-PATDNN-04	No	3
AML	ENSG00000171703.16	TCEA2	ENST00000343484.9	ENST00000395053.7	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PASYJI-04	No	2
AML	ENSG00000156261.12	CCT8	ENST00000286788.8	ENST00000540844.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000160216.18	AGPAT3	ENST00000327505.6	ENST00000398061.5	1	1	0	1	TARGET-20-PARTAL-04,TARGET-20-PASCGR-04,TARGET-20-PASVVS-04	No	3
AML	ENSG00000184470.19	TXNRD2	ENST00000400521.5	ENST00000462330.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000184436.11	THAP7	ENST00000399133.2	ENST00000215742.8	1	1	0	1	TARGET-20-PAMYAS-04,TARGET-20-PASCRZ-04,TARGET-20-PASTUH-04	No	3
AML	ENSG00000128294.15	TPST2	ENST00000398110.6	ENST00000338754.8	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PASBBE-04	No	2
AML	ENSG00000100209.9	HSCB	ENST00000216027.7	ENST00000398941.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04,TARGET-20-PARDDY-04	No	3
AML	ENSG00000100296.13	THOC5	ENST00000397873.6	ENST00000397871.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	No	3
AML	ENSG00000138942.15	RNF185	ENST00000326132.10	ENST00000266252.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000100284.20	TOM1	ENST00000449058.6	ENST00000411850.5	1	1	1	1	TARGET-20-PAKERZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000239713.7	APOBEC3G	ENST00000407997.3	ENST00000452957.6	1	1	1	1	TARGET-20-PASJGZ-04,TARGET-20-PASMYS-04,TARGET-20-PASWAJ-04	No	3
AML	ENSG00000100335.12	MIEF1	ENST00000325301.6	ENST00000404569.5	1	1	0	1	TARGET-20-PASINN-04,TARGET-20-PASWAJ-04	No	2
AML	ENSG00000196419.12	XRCC6	ENST00000360079.7	ENST00000402580.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000100271.16	TTLL1	ENST00000266254.11	ENST00000331018.8	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04,TARGET-20-PASYJI-04	No	3
AML	ENSG00000100294.12	MCAT	ENST00000327555.5	ENST00000290429.10	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PARYFN-04,TARGET-20-PASCRZ-04	No	3
AML	ENSG00000205542.10	TMSB4X	ENST00000451311.6	ENST00000380636.1	1	1	0	1	TARGET-20-PADYIR-04,TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04	Driver interactor	3
AML	ENSG00000086712.12	TXLNG	ENST00000380122.9	ENST00000398155.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	No	3
AML	ENSG00000165175.15	MID1IP1	ENST00000378474.3	ENST00000457894.4	1	1	0	1	TARGET-20-PADZCG-04,TARGET-20-PARLVL-04,TARGET-20-PATDNN-04	No	3
AML	ENSG00000130985.16	UBA1	ENST00000377351.8	ENST00000377269.3	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000126759.12	CFP	ENST00000396992.7	ENST00000377005.6	1	1	1	1	TARGET-20-PARCZL-04,TARGET-20-PASHYZ-04,TARGET-20-PATDNN-04	No	3
AML	ENSG00000126767.17	ELK1	ENST00000376983.7	ENST00000247161.7	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000147144.12	CCDC120	ENST00000597275.5	ENST00000606812.5	1	1	0	1	TARGET-20-PASMYS-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000268350.7	FAM156A	ENST00000622447.4	ENST00000611661.4	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000198960.10	ARMCX6	ENST00000361910.8	ENST00000539247.5	1	1	0	1	TARGET-20-PADZCG-04,TARGET-20-PASHYZ-04,TARGET-20-PASINN-04	No	3
AML	ENSG00000166432.14	ZMAT1	ENST00000540921.5	ENST00000372782.4	1	1	0	1	TARGET-20-PAKTCX-04,TARGET-20-PASCRZ-04,TARGET-20-PASWAJ-04	No	3
AML	ENSG00000157514.16	TSC22D3	ENST00000372397.6	ENST00000372390.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	No	3
AML	ENSG00000125351.10	UPF3B	ENST00000345865.6	ENST00000276201.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PANLIZ-04,TARGET-20-PARDDY-04	No	3
AML	ENSG00000156709.13	AIFM1	ENST00000287295.7	ENST00000346424.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000102119.10	EMD	ENST00000369842.8	ENST00000369835.3	1	1	1	1	TARGET-20-PADYIR-04,TARGET-20-PASCRZ-04,TARGET-20-PASINN-04	No	3
AML	ENSG00000130830.14	MPP1	ENST00000369534.7	ENST00000413259.7	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04,TARGET-20-PASMYS-04	No	3
AML	ENSG00000182712.15	CMC4	ENST00000369484.7	ENST00000369479.1	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PALGKX-04,TARGET-20-PASCRZ-04	No	3
AML	ENSG00000171603.16	CLSTN1	ENST00000361311.4	ENST00000377298.8	1	1	1	1	TARGET-20-PARLVL-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000198793.12	MTOR	ENST00000361445.8	ENST00000376838.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver	2
AML	ENSG00000116688.16	MFN2	ENST00000235329.9	ENST00000444836.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000171729.13	TMEM51	ENST00000400796.7	ENST00000434578.6	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000159339.13	PADI4	ENST00000375448.4	ENST00000375453.5	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04	Driver interactor	2
AML	ENSG00000173369.15	C1QB	ENST00000314933.6	ENST00000509305.5	1	1	1	1	TARGET-20-PADZCG-04,TARGET-20-PASTUH-04	No	2
AML	ENSG00000057757.9	PITHD1	ENST00000246151.8	ENST00000374524.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000204178.9	TMEM57	ENST00000374343.4	ENST00000399766.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000198830.10	HMGN2	ENST00000361427.5	ENST00000619352.4	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000142784.15	WDTC1	ENST00000361771.7	ENST00000319394.7	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000158195.10	WASF2	ENST00000536657.1	ENST00000618852.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000204138.12	PHACTR4	ENST00000373836.4	ENST00000373839.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000134684.10	YARS	ENST00000373477.8	ENST00000616261.1	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PASPLU-04	No	2
AML	ENSG00000126067.11	PSMB2	ENST00000373237.3	ENST00000621781.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000092847.10	AGO1	ENST00000373206.5	ENST00000373204.4	1	1	1	1	TARGET-20-PARLVL-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000214193.9	SH3D21	ENST00000505871.5	ENST00000453908.6	1	1	1	1	TARGET-20-PARBIU-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000084070.11	SMAP2	ENST00000372718.7	ENST00000372708.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000177868.11	CCDC23	ENST00000372521.8	ENST00000372522.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000117408.10	IPO13	ENST00000372343.7	ENST00000372339.3	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000126107.14	HECTD3	ENST00000372172.4	ENST00000372168.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000070759.16	TESK2	ENST00000372086.3	ENST00000372084.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000085832.16	EPS15	ENST00000371733.7	ENST00000371730.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000081870.11	HSPB11	ENST00000194214.9	ENST00000371377.3	1	1	1	1	TARGET-20-PAEERJ-04,TARGET-20-PAEFGT-04	No	2
AML	ENSG00000142856.16	ITGB3BP	ENST00000271002.14	ENST00000371092.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAEFGT-04	Driver interactor	2
AML	ENSG00000079739.15	PGM1	ENST00000371084.7	ENST00000540265.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000116717.11	GADD45A	ENST00000370986.8	ENST00000617962.1	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000254685.6	FPGT	ENST00000370898.7	ENST00000467578.6	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PASTUH-04	No	2
AML	ENSG00000117543.19	DPH5	ENST00000370109.7	ENST00000427040.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000031698.12	SARS	ENST00000234677.6	ENST00000369923.4	1	1	1	1	TARGET-20-PARLVL-04,TARGET-20-PASMYS-04	No	2
AML	ENSG00000162777.16	DENND2D	ENST00000369752.5	ENST00000357640.8	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PARLVL-04	No	2
AML	ENSG00000223804.5	CH17-472G23.2	ENST00000616141.4	ENST00000621564.1	0	0	0	1	TARGET-20-PASBBE-04,TARGET-20-PASMYS-04	No	2
AML	ENSG00000131788.15	PIAS3	ENST00000393045.6	ENST00000369298.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASPLU-04	Driver interactor	2
AML	ENSG00000270276.2	HIST2H4B	ENST00000579512.2	ENST00000612061.1	1	0	1	1	TARGET-20-PARDDY-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000163125.15	RPRD2	ENST00000369068.4	ENST00000401000.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000143384.12	MCL1	ENST00000369026.2	ENST00000620947.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver	2
AML	ENSG00000143393.16	PI4KB	ENST00000368875.6	ENST00000529142.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000143621.16	ILF2	ENST00000361891.8	ENST00000615950.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000143575.14	HAX1	ENST00000328703.11	ENST00000532105.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000169231.13	THBS3	ENST00000368378.7	ENST00000457183.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000116521.10	SCAMP3	ENST00000302631.7	ENST00000355379.3	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000116539.10	ASH1L	ENST00000392403.7	ENST00000368346.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000116584.17	ARHGEF2	ENST00000361247.8	ENST00000313695.11	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000196189.12	SEMA4A	ENST00000355014.6	ENST00000368284.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000163468.14	CCT3	ENST00000295688.7	ENST00000368259.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000143321.18	HDGF	ENST00000357325.9	ENST00000368209.9	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000122218.14	COPA	ENST00000241704.7	ENST00000368069.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000186517.13	ARHGAP30	ENST00000368013.7	ENST00000368015.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000143226.13	FCGR2A	ENST00000367972.8	ENST00000271450.10	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PASGWH-04	Driver	2
AML	ENSG00000143179.12	UCK2	ENST00000367879.8	ENST00000469256.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PARLVL-04	No	2
AML	ENSG00000075945.12	KIFAP3	ENST00000361580.6	ENST00000367767.5	1	1	1	1	TARGET-20-PASHYZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000143324.13	XPR1	ENST00000367589.3	ENST00000367590.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PARCZL-04	No	2
AML	ENSG00000135823.13	STX6	ENST00000258301.5	ENST00000542060.5	1	1	1	1	TARGET-20-PARCZL-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000162702.7	ZNF281	ENST00000294740.3	ENST00000367353.1	1	1	0	1	TARGET-20-PARDDY-04,TARGET-20-PASHYZ-04	Driver interactor	2
AML	ENSG00000159176.13	CSRP1	ENST00000340006.6	ENST00000367306.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000159346.12	ADIPOR1	ENST00000340990.9	ENST00000367254.7	1	1	1	1	TARGET-20-PAMYAS-04,TARGET-20-PASVYA-04	No	2
AML	ENSG00000058668.14	ATP2B4	ENST00000357681.9	ENST00000367218.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAEDKB-04	No	2
AML	ENSG00000143486.15	EIF2D	ENST00000271764.6	ENST00000367114.7	1	1	1	0	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000066027.11	PPP2R5A	ENST00000261461.6	ENST00000537030.3	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PASPLU-04	Driver interactor	2
AML	ENSG00000162909.17	CAPN2	ENST00000295006.5	ENST00000433674.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000143819.12	EPHX1	ENST00000272167.9	ENST00000366837.5	1	1	0	1	TARGET-20-PAEDKB-04,TARGET-20-PASYJI-04	No	2
AML	ENSG00000227671.4	RP11-488L18.4	ENST00000606173.1	ENST00000421406.1	0	0	0	1	TARGET-20-PABLDZ-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000162711.16	NLRP3	ENST00000348069.6	ENST00000366496.6	1	1	1	1	TARGET-20-PASHYZ-04,TARGET-20-PASTUH-04	No	2
AML	ENSG00000032389.12	TSSC1	ENST00000382125.8	ENST00000398659.8	1	1	1	1	TARGET-20-PARBIU-04,TARGET-20-PASJGZ-04	No	2
AML	ENSG00000134324.11	LPIN1	ENST00000256720.6	ENST00000396097.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000118960.12	HS1BP3	ENST00000304031.7	ENST00000406618.3	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000138029.13	HADHB	ENST00000317799.9	ENST00000545822.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000119777.18	TMEM214	ENST00000238788.13	ENST00000404032.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000084693.15	AGBL5	ENST00000323064.12	ENST00000360131.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000228474.5	OST4	ENST00000456793.1	ENST00000429985.1	1	1	0	1	TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000138074.14	SLC5A6	ENST00000310574.7	ENST00000408041.5	1	1	0	1	TARGET-20-PAEDKB-04,TARGET-20-PANLIZ-04	No	2
AML	ENSG00000084774.13	CAD	ENST00000264705.8	ENST00000403525.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PARLVL-04	Driver interactor	2
AML	ENSG00000115234.10	SNX17	ENST00000233575.6	ENST00000537606.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000115216.13	NRBP1	ENST00000233557.7	ENST00000379852.7	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000163171.7	CDC42EP3	ENST00000295324.3	ENST00000611976.1	1	1	0	1	TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000115875.18	SRSF7	ENST00000409276.5	ENST00000313117.10	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASPLU-04	Driver interactor	2
AML	ENSG00000152147.10	GEMIN6	ENST00000409566.1	ENST00000409011.5	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PASJGZ-04	No	2
AML	ENSG00000115904.12	SOS1	ENST00000395038.6	ENST00000402219.6	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	Driver	2
AML	ENSG00000082898.16	XPO1	ENST00000401558.6	ENST00000406957.5	1	1	0	1	TARGET-20-PAEIKD-04,TARGET-20-PASPLU-04	Driver	2
AML	ENSG00000115484.14	CCT4	ENST00000394440.7	ENST00000544079.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000225889.7	AC074289.1	ENST00000451350.1	ENST00000438115.6	0	0	0	1	TARGET-20-PAEDKB-04,TARGET-20-PARLVL-04	No	2
AML	ENSG00000230749.4	MEIS1-AS2	ENST00000439433.1	ENST00000454595.1	0	0	0	1	TARGET-20-PADYIR-04,TARGET-20-PARBIU-04	No	2
AML	ENSG00000198380.12	GFPT1	ENST00000361060.5	ENST00000357308.8	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PARLVL-04	No	2
AML	ENSG00000135624.15	CCT7	ENST00000258091.9	ENST00000398422.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000237883.1	DGUOK-AS1	ENST00000439192.1	ENST00000453103.1	0	0	0	1	TARGET-20-PARLVL-04,TARGET-20-PASVVS-04	No	2
AML	ENSG00000187605.15	TET3	ENST00000409262.7	ENST00000305799.8	1	1	1	1	TARGET-20-PAEIKD-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000168894.9	RNF181	ENST00000306368.8	ENST00000441634.5	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PASYJI-04	No	2
AML	ENSG00000280721.1	AC133644.2	ENST00000625410.1	ENST00000628090.1	0	0	0	1	TARGET-20-PAEIKD-04,TARGET-20-PAKERZ-04	No	2
AML	ENSG00000135956.8	TMEM127	ENST00000432959.1	ENST00000258439.7	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver	2
AML	ENSG00000114988.11	LMAN2L	ENST00000264963.8	ENST00000377079.8	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PASXNR-04	No	2
AML	ENSG00000204634.12	TBC1D8	ENST00000376840.8	ENST00000409318.1	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PARUNX-04	No	2
AML	ENSG00000071054.15	MAP4K4	ENST00000425019.5	ENST00000302217.9	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000115652.14	UXS1	ENST00000409501.7	ENST00000283148.11	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000135968.19	GCC2	ENST00000309863.10	ENST00000614209.1	1	1	1	1	TARGET-20-PAPXRJ-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000146556.14	WASH2P	ENST00000453662.6	ENST00000538033.2	0	0	0	1	TARGET-20-PASCRZ-04,TARGET-20-PASMYS-04	No	2
AML	ENSG00000115091.11	ACTR3	ENST00000535589.3	ENST00000263238.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000144233.9	AMMECR1L	ENST00000272647.9	ENST00000393001.1	1	1	0	1	TARGET-20-PAKTCX-04,TARGET-20-PAPXRJ-04	No	2
AML	ENSG00000136699.19	SMPD4	ENST00000351288.10	ENST00000431183.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000169554.16	ZEB2	ENST00000409487.7	ENST00000419938.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver	2
