Experiment	GeneId	Symbol	Control_transcript	Case_transcript	CDS_control	CDS_case	CDS_change	UTR_change	Samples	Driver	num_samples	Pfam_change	Prosite_change	Functional	p_recurrent
ALL	ENSG00000102241.11	HTATSF1	ENST00000218364.4	ENST00000535601.5	1	1	0	1	TARGET-10-PAPNMY-04,TARGET-10-PAPZST-04,TARGET-10-PARAKF-04,TARGET-10-PARBVI-04,TARGET-10-PATCTI-04	No	5	FALSE	FALSE	No	0.10398174620766079
ALL	ENSG00000177000.10	MTHFR	ENST00000376592.5	ENST00000376583.7	1	1	1	1	TARGET-10-PAPISG-04,TARGET-10-PAPNNX-04,TARGET-10-PAPZST-04,TARGET-10-PASKAY-04	Driver	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000179051.13	RCC2	ENST00000375436.8	ENST00000375433.3	1	1	0	1	TARGET-10-PAPAGK-04,TARGET-10-PAPRCS-04,TARGET-10-PAPSPN-04,TARGET-10-PARGVZ-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000117616.17	RSRP1	ENST00000243189.11	ENST00000431849.3	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPIJB-04,TARGET-10-PAPRCS-04,TARGET-10-PAPZST-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000198492.14	YTHDF2	ENST00000541996.5	ENST00000373812.7	1	1	1	1	TARGET-10-PAPIJB-04,TARGET-10-PAPNNX-04,TARGET-10-PARAKF-04,TARGET-10-PARPRW-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000020129.15	NCDN	ENST00000356090.8	ENST00000373243.6	1	1	0	1	TARGET-10-PANZPJ-04,TARGET-10-PARNMF-04,TARGET-10-PARXMC-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000204084.12	INPP5B	ENST00000373027.5	ENST00000373024.7	1	1	1	1	TARGET-10-PAPIJB-04,TARGET-10-PARBRK-04,TARGET-10-PARPRW-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000117395.10	EBNA1BP2	ENST00000236051.2	ENST00000431635.6	1	1	1	1	TARGET-10-PAPJIB-04,TARGET-10-PAPLDM-04,TARGET-10-PAPMFI-04,TARGET-10-PASHUI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000132763.14	MMACHC	ENST00000401061.8	ENST00000616135.1	1	1	1	1	TARGET-10-PANUSN-04,TARGET-10-PAPIJB-04,TARGET-10-PAPLDL-04,TARGET-10-PAPRCS-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000079277.19	MKNK1	ENST00000371945.8	ENST00000465783.5	1	1	1	1	TARGET-10-PAPZST-04,TARGET-10-PARAKF-04,TARGET-10-PARJZZ-04	No	3	TRUE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000230812.5	LINC01358	ENST00000447329.5	ENST00000438195.5	0	0	0	1	TARGET-10-PAPACP-04,TARGET-10-PAPHJF-04,TARGET-10-PAPJIB-04,TARGET-10-PARXMC-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000122435.9	TRMT13	ENST00000370141.6	ENST00000370143.5	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPRCS-04,TARGET-10-PARAKF-04,TARGET-10-PARPRW-04	No	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000031698.12	SARS	ENST00000234677.6	ENST00000369923.4	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PAPNFY-04,TARGET-10-PARNMF-04,TARGET-10-PASHUI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000052723.11	SIKE1	ENST00000369528.9	ENST00000060969.5	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPZNK-04,TARGET-10-PAPZST-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000160678.11	S100A1	ENST00000292169.5	ENST00000368696.3	1	1	1	1	TARGET-10-PAPMFI-04,TARGET-10-PAPNFY-04,TARGET-10-PARLAF-04,TARGET-10-PARNMF-04	No	4	TRUE	TRUE	Yes	0.2372378134479852
ALL	ENSG00000163382.11	APOA1BP	ENST00000368235.7	ENST00000368234.7	1	1	1	1	TARGET-10-PANUSN-04,TARGET-10-PAPACP-04,TARGET-10-PAPMFI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000057252.12	SOAT1	ENST00000367619.7	ENST00000540564.5	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPGFP-04,TARGET-10-PARGHW-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000151414.14	NEK7	ENST00000367385.8	ENST00000367383.5	1	1	1	1	TARGET-10-PAPSPG-04,TARGET-10-PAPZST-04,TARGET-10-PARGHW-04,TARGET-10-PATCTI-04	No	4	TRUE	TRUE	Yes	0.2372378134479852
ALL	ENSG00000176393.10	RNPEP	ENST00000295640.8	ENST00000367286.7	1	1	1	1	TARGET-10-PANYGB-04,TARGET-10-PAPZST-04,TARGET-10-PARAKF-04,TARGET-10-PARGHW-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000159388.5	BTG2	ENST00000290551.4	ENST00000475157.1	1	0	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPDJM-04,TARGET-10-PAPIJB-04,TARGET-10-PARAKF-04	No	4	TRUE	TRUE	Yes	0.2372378134479852
ALL	ENSG00000263528.7	IKBKE	ENST00000581977.6	ENST00000579827.6	1	1	1	1	TARGET-10-PANZPJ-04,TARGET-10-PAPAGK-04,TARGET-10-PAPZST-04,TARGET-10-PARLAF-04	Driver	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000162894.11	FCMR	ENST00000367091.7	ENST00000442471.4	1	1	1	1	TARGET-10-PAPZNK-04,TARGET-10-PAPZST-04,TARGET-10-PATCTI-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000203705.10	TATDN3	ENST00000366973.8	ENST00000366974.8	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PAPJIB-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000162909.17	CAPN2	ENST00000295006.5	ENST00000433674.6	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PANZPJ-04,TARGET-10-PAPZST-04,TARGET-10-PARNMF-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000242282.6	AC108488.4	ENST00000438482.1	ENST00000439547.5	0	0	0	1	TARGET-10-PANYGB-04,TARGET-10-PAPAGK-04,TARGET-10-PAPJIB-04,TARGET-10-PARFLV-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000115738.9	ID2	ENST00000396290.1	ENST00000331129.3	1	1	0	1	TARGET-10-PAPDJM-04,TARGET-10-PAPIJB-04,TARGET-10-PAPRCS-04,TARGET-10-PAPZST-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000162976.12	PQLC3	ENST00000295083.7	ENST00000441908.6	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PANZPJ-04,TARGET-10-PAPACP-04,TARGET-10-PAPZST-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000198399.14	ITSN2	ENST00000361999.7	ENST00000622089.4	1	1	1	1	TARGET-10-PAPNMY-04,TARGET-10-PAPZNK-04,TARGET-10-PAPZST-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000223929.1	AC007381.2	ENST00000453476.1	ENST00000441598.1	0	0	0	1	TARGET-10-PANYYV-04,TARGET-10-PAPRCS-04,TARGET-10-PAPSPG-04,TARGET-10-PAPSPN-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000115998.7	C2orf42	ENST00000420306.1	ENST00000264434.6	1	1	0	1	TARGET-10-PANYGB-04,TARGET-10-PAPNFY-04,TARGET-10-PAPNNX-04,TARGET-10-PARIAD-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000132300.18	PTCD3	ENST00000254630.11	ENST00000627371.1	1	1	1	1	TARGET-10-PAPGFP-04,TARGET-10-PAPNFY-04,TARGET-10-PAPRCS-04,TARGET-10-PARBVI-04	No	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000228363.2	AC015971.2	ENST00000426549.1	ENST00000439077.1	0	0	0	1	TARGET-10-PANXPE-04,TARGET-10-PAPDWT-04,TARGET-10-PAPGFP-04,TARGET-10-PARLAF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000144214.9	LYG1	ENST00000308528.8	ENST00000409448.1	1	1	0	1	TARGET-10-PAPGFP-04,TARGET-10-PAPMFI-04,TARGET-10-PARFLV-04,TARGET-10-PARLAF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000169629.11	RGPD8	ENST00000302558.7	ENST00000409750.5	1	1	1	1	TARGET-10-PANYGB-04,TARGET-10-PAPACP-04,TARGET-10-PARXMC-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000074054.17	CLASP1	ENST00000541377.5	ENST00000409078.7	1	1	1	1	TARGET-10-PAPDWT-04,TARGET-10-PAPNFY-04,TARGET-10-PARBVI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000169967.16	MAP3K2	ENST00000409947.5	ENST00000344908.9	1	1	0	1	TARGET-10-PAPAGK-04,TARGET-10-PAPNNX-04,TARGET-10-PAPVTA-04,TARGET-10-PARLAF-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000197548.12	ATG7	ENST00000354449.7	ENST00000354956.9	1	1	1	1	TARGET-10-PANUSN-04,TARGET-10-PAPACP-04,TARGET-10-PAPCVZ-04,TARGET-10-PAPIJB-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000163513.17	TGFBR2	ENST00000359013.4	ENST00000295754.9	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PAPDJM-04,TARGET-10-PASKAY-04	Driver	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000168297.15	PXK	ENST00000383716.7	ENST00000356151.6	1	1	1	1	TARGET-10-PAPLDL-04,TARGET-10-PARGVZ-04,TARGET-10-PARPRW-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000036054.12	TBC1D23	ENST00000344949.9	ENST00000394144.8	1	1	1	1	TARGET-10-PAPGFP-04,TARGET-10-PAPLDL-04,TARGET-10-PAPSPG-04,TARGET-10-PASKAY-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000114391.12	RPL24	ENST00000394077.7	ENST00000495401.5	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PAPACP-04,TARGET-10-PAPMFI-04,TARGET-10-PARLAF-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000182504.10	CEP97	ENST00000341893.7	ENST00000494050.5	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPNFY-04,TARGET-10-PARBRK-04,TARGET-10-PARMXF-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000114439.18	BBX	ENST00000415149.6	ENST00000416476.6	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPSPG-04,TARGET-10-PAPSPN-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000163840.9	DTX3L	ENST00000296161.8	ENST00000383661.3	1	1	1	1	TARGET-10-PANZPJ-04,TARGET-10-PAPACP-04,TARGET-10-PAPAGK-04,TARGET-10-PAPNNX-04	No	4	TRUE	TRUE	Yes	0.2372378134479852
ALL	ENSG00000163902.11	RPN1	ENST00000296255.7	ENST00000497289.5	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PAPACP-04,TARGET-10-PAPLDM-04,TARGET-10-PARNMF-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000172780.16	RAB43	ENST00000315150.9	ENST00000615093.1	1	1	1	1	TARGET-10-PANUSN-04,TARGET-10-PARAKF-04,TARGET-10-PARFTR-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000155903.11	RASA2	ENST00000286364.7	ENST00000452898.2	1	1	1	1	TARGET-10-PAPPGN-04,TARGET-10-PAPSPG-04,TARGET-10-PARBRK-04,TARGET-10-PARGHW-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000181744.8	C3orf58	ENST00000441925.2	ENST00000315691.7	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPIJB-04,TARGET-10-PAPRCS-04,TARGET-10-PARFTR-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000174007.7	CEP19	ENST00000409690.3	ENST00000399942.4	1	1	1	1	TARGET-10-PAPEFH-04,TARGET-10-PAPLDM-04,TARGET-10-PARBVI-04,TARGET-10-PARFLV-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000109680.10	TBC1D19	ENST00000264866.8	ENST00000511789.5	1	1	1	1	TARGET-10-PANTSM-04,TARGET-10-PANXPE-04,TARGET-10-PAPACP-04,TARGET-10-PARGHW-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000074966.10	TXK	ENST00000264316.8	ENST00000507351.1	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PAPEAB-04,TARGET-10-PAPGFP-04,TARGET-10-PARPRW-04	No	4	TRUE	TRUE	Yes	0.2372378134479852
ALL	ENSG00000163743.13	RCHY1	ENST00000324439.9	ENST00000380840.6	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PARFTR-04,TARGET-10-PARMSP-04	Driver interactor	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000248019.2	FAM13A-AS1	ENST00000511543.1	ENST00000500765.1	0	0	0	1	TARGET-10-PAPAGK-04,TARGET-10-PAPIJB-04,TARGET-10-PAPJIB-04,TARGET-10-PAPZST-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000164031.16	DNAJB14	ENST00000442697.6	ENST00000610281.1	1	1	1	1	TARGET-10-PAPIJB-04,TARGET-10-PAPRCS-04,TARGET-10-PAPZNK-04,TARGET-10-PARBVI-04	No	4	TRUE	TRUE	Yes	0.2372378134479852
ALL	ENSG00000145365.10	TIFA	ENST00000500655.2	ENST00000361717.3	1	1	0	1	TARGET-10-PANZPJ-04,TARGET-10-PAPNFY-04,TARGET-10-PAPZST-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000164073.9	MFSD8	ENST00000296468.7	ENST00000513559.5	1	1	1	1	TARGET-10-PAPVTA-04,TARGET-10-PAPZNK-04,TARGET-10-PARGHW-04,TARGET-10-PASFXA-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000164168.7	TMEM184C	ENST00000296582.7	ENST00000508208.5	1	1	1	1	TARGET-10-PAPRCS-04,TARGET-10-PAPZNK-04,TARGET-10-PARPRW-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000145632.14	PLK2	ENST00000274289.7	ENST00000617412.1	1	1	1	1	TARGET-10-PAPNMY-04,TARGET-10-PAPZST-04,TARGET-10-PARJSR-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000035499.12	DEPDC1B	ENST00000265036.9	ENST00000453022.6	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PARBRK-04,TARGET-10-PARBVI-04,TARGET-10-PARMXF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000068796.16	KIF2A	ENST00000381103.6	ENST00000401507.7	1	1	1	1	TARGET-10-PAPNNX-04,TARGET-10-PAPRCS-04,TARGET-10-PARAKF-04,TARGET-10-PARGHW-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000145734.18	BDP1	ENST00000358731.8	ENST00000380675.3	1	1	1	1	TARGET-10-PARAKF-04,TARGET-10-PARFTR-04,TARGET-10-PARGHW-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000152359.14	POC5	ENST00000428202.6	ENST00000514838.6	1	1	1	1	TARGET-10-PAPNMY-04,TARGET-10-PAPNNX-04,TARGET-10-PARBVI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000254893.5	AC113404.1	ENST00000631802.1	ENST00000506621.2	1	1	1	1	TARGET-10-PAPJIB-04,TARGET-10-PAPLDL-04,TARGET-10-PAPZNK-04,TARGET-10-PARBVI-04	No	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000113273.15	ARSB	ENST00000264914.8	ENST00000565165.1	1	1	1	1	TARGET-10-PAPIJB-04,TARGET-10-PARAKF-04,TARGET-10-PARGFV-04,TARGET-10-PARLAF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000134986.13	NREP	ENST00000257435.11	ENST00000455559.6	1	1	0	1	TARGET-10-PARAKF-04,TARGET-10-PARBVI-04,TARGET-10-PARGHW-04,TARGET-10-PARLAF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000171604.11	CXXC5	ENST00000302517.7	ENST00000511048.1	1	1	0	1	TARGET-10-PAPJIB-04,TARGET-10-PAPLDM-04,TARGET-10-PAPNFY-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000131188.11	PRR7	ENST00000510492.1	ENST00000502922.5	1	1	0	1	TARGET-10-PAPNNX-04,TARGET-10-PARFTR-04,TARGET-10-PARMXF-04,TARGET-10-PARPRW-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000007944.14	MYLIP	ENST00000349606.4	ENST00000356840.7	1	1	1	1	TARGET-10-PAPHJF-04,TARGET-10-PAPNNX-04,TARGET-10-PAPRCS-04,TARGET-10-PASFXA-04	No	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000124795.14	DEK	ENST00000397239.7	ENST00000244776.11	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPRCS-04,TARGET-10-PAPSPN-04,TARGET-10-PARGVZ-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000186470.13	BTN3A2	ENST00000508906.6	ENST00000377708.6	1	1	1	1	TARGET-10-PAPZST-04,TARGET-10-PARLAF-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000204536.13	CCHCR1	ENST00000376266.9	ENST00000396268.7	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PARNMF-04,TARGET-10-PARXMC-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000204472.12	AIF1	ENST00000376049.4	ENST00000376059.7	1	1	1	1	TARGET-10-PANUSN-04,TARGET-10-PAPGFP-04,TARGET-10-PARJSR-04,TARGET-10-PARMXF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000232940.5	HCG25	ENST00000422366.5	ENST00000450514.5	0	0	0	1	TARGET-10-PAPISG-04,TARGET-10-PAPSPN-04,TARGET-10-PAPZNK-04,TARGET-10-PARBRK-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000065060.16	UHRF1BP1	ENST00000192788.5	ENST00000452449.6	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPIJB-04,TARGET-10-PAPRCS-04,TARGET-10-PAPSPN-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000172738.11	TMEM217	ENST00000356757.6	ENST00000336655.6	1	1	1	1	TARGET-10-PANCVR-04,TARGET-10-PAPIJB-04,TARGET-10-PAPJIB-04,TARGET-10-PARBRK-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000112742.9	TTK	ENST00000369798.6	ENST00000627129.1	1	1	1	1	TARGET-10-PANZPJ-04,TARGET-10-PAPGFP-04,TARGET-10-PAPLTZ-04	No	3	TRUE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000112297.14	AIM1	ENST00000369066.7	ENST00000633556.1	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPJHB-04,TARGET-10-PARJSR-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000153975.9	ZUFSP	ENST00000368576.7	ENST00000368573.5	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PAPACP-04,TARGET-10-PAPDUV-04,TARGET-10-PAPECF-04	No	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000146386.7	ABRACL	ENST00000367660.3	ENST00000461027.1	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PAPDUV-04,TARGET-10-PAPJHB-04,TARGET-10-PAPLDM-04	No	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000146414.15	SHPRH	ENST00000367505.6	ENST00000629427.2	1	1	1	1	TARGET-10-PAPRCS-04,TARGET-10-PAPSPG-04,TARGET-10-PAPSPN-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000122507.20	BBS9	ENST00000242067.10	ENST00000355070.6	1	1	1	1	TARGET-10-PANZPJ-04,TARGET-10-PAPNMY-04,TARGET-10-PARBVI-04,TARGET-10-PARIAD-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000136273.11	HUS1	ENST00000258774.9	ENST00000432325.5	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPDJM-04,TARGET-10-PAPZST-04,TARGET-10-PARPRW-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000227038.2	GTF2IP7	ENST00000434037.1	ENST00000436677.1	0	0	0	1	TARGET-10-PAPNMY-04,TARGET-10-PAPVTA-04,TARGET-10-PARGHW-04,TARGET-10-PARLAF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000130429.12	ARPC1B	ENST00000252725.9	ENST00000451682.5	1	1	0	1	TARGET-10-PANXPE-04,TARGET-10-PAPDJM-04,TARGET-10-PAPMFI-04,TARGET-10-PARGHW-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000205307.10	SAP25	ENST00000538735.5	ENST00000614631.4	1	1	0	1	TARGET-10-PANSHK-04,TARGET-10-PANUSN-04,TARGET-10-PAPHJF-04,TARGET-10-PARJSR-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000077454.15	LRCH4	ENST00000310300.10	ENST00000497245.2	1	1	1	1	TARGET-10-PAPEAB-04,TARGET-10-PAPLDL-04,TARGET-10-PARBRK-04,TARGET-10-PARGVZ-04	No	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000135245.9	HILPDA	ENST00000257696.4	ENST00000435296.2	1	1	0	1	TARGET-10-PAPDWT-04,TARGET-10-PAPJIB-04,TARGET-10-PARGHW-04,TARGET-10-PARXMC-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000197892.12	KIF13B	ENST00000524189.5	ENST00000521515.1	1	1	1	1	TARGET-10-PARAKF-04,TARGET-10-PARGVZ-04,TARGET-10-PARLAF-04,TARGET-10-PARXMC-04	No	4	TRUE	TRUE	Yes	0.2372378134479852
ALL	ENSG00000104687.12	GSR	ENST00000221130.9	ENST00000546342.5	1	1	1	1	TARGET-10-PANSDA-04,TARGET-10-PAPRCS-04,TARGET-10-PAPVTA-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000253729.7	PRKDC	ENST00000314191.6	ENST00000338368.7	1	1	1	1	TARGET-10-PAPECF-04,TARGET-10-PAPEJN-04,TARGET-10-PAPLTZ-04,TARGET-10-PARJSR-04	Driver	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000104356.10	POP1	ENST00000401707.6	ENST00000349693.3	1	1	0	1	TARGET-10-PANXPE-04,TARGET-10-PAPAGK-04,TARGET-10-PAPRCS-04,TARGET-10-PARBVI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000123908.11	AGO2	ENST00000220592.9	ENST00000519980.5	1	1	1	1	TARGET-10-PAPZNK-04,TARGET-10-PARAKF-04,TARGET-10-PARGFV-04,TARGET-10-PARGHW-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000250571.6	GLI4	ENST00000340042.1	ENST00000523522.5	1	1	0	1	TARGET-10-PANZPJ-04,TARGET-10-PAPZST-04,TARGET-10-PARLAF-04,TARGET-10-PASHUI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000107362.13	ABHD17B	ENST00000333421.6	ENST00000377041.6	1	1	1	1	TARGET-10-PAPNNX-04,TARGET-10-PAPRCS-04,TARGET-10-PARAKF-04,TARGET-10-PARBRK-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000225434.2	LINC01504	ENST00000436054.1	ENST00000451596.2	0	0	0	1	TARGET-10-PAPGFP-04,TARGET-10-PAPLDL-04,TARGET-10-PARMSP-04,TARGET-10-PARMXF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000119328.11	FAM206A	ENST00000322940.10	ENST00000374624.7	1	1	1	1	TARGET-10-PANYYV-04,TARGET-10-PAPDJM-04,TARGET-10-PAPEAB-04,TARGET-10-PAPIJB-04	No	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000095261.13	PSMD5	ENST00000210313.7	ENST00000625444.1	1	1	1	1	TARGET-10-PAPIJB-04,TARGET-10-PAPZNK-04,TARGET-10-PARAKF-04,TARGET-10-PARBVI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000130653.15	PNPLA7	ENST00000406427.5	ENST00000277531.8	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PAPJIB-04,TARGET-10-PARBVI-04,TARGET-10-PARPRW-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000198879.11	SFMBT2	ENST00000361972.8	ENST00000397167.5	1	1	0	1	TARGET-10-PAPHJF-04,TARGET-10-PAPIJB-04,TARGET-10-PARGVZ-04,TARGET-10-PASFXA-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000151465.13	CDC123	ENST00000281141.8	ENST00000378900.6	1	1	1	1	TARGET-10-PAPHJF-04,TARGET-10-PAPIJB-04,TARGET-10-PAPNMY-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000242338.6	BMS1P4	ENST00000584747.5	ENST00000441263.1	0	0	0	1	TARGET-10-PAPAGK-04,TARGET-10-PAPNFY-04,TARGET-10-PAPNMY-04,TARGET-10-PAPVTA-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000148606.12	POLR3A	ENST00000372371.7	ENST00000616246.4	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PAPNFY-04,TARGET-10-PARXMC-04,TARGET-10-PASHUI-04	No	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000189129.13	PLAC9	ENST00000372263.3	ENST00000372267.6	1	1	1	1	TARGET-10-PANZPJ-04,TARGET-10-PAPACP-04,TARGET-10-PAPEFH-04,TARGET-10-PARMSP-04	No	4	FALSE	FALSE	No	0.2372378134479852
